CustomerAlternateKey	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age	BikeBuyer
AW00011282	M	M	90000.00	5	4	Partial College	Professional	1	4	1-2 Miles	North America	56	1
AW00011283	M	M	110000.00	1	3	Bachelors	Management	1	2	1-2 Miles	North America	56	0
AW00011284	M	F	110000.00	1	3	Bachelors	Management	1	2	1-2 Miles	North America	56	0
AW00011285	M	M	120000.00	1	3	Partial College	Professional	0	4	2-5 Miles	North America	56	0
AW00011286	M	M	170000.00	0	0	Graduate Degree	Management	1	4	2-5 Miles	North America	56	1
AW00011287	M	M	70000.00	5	4	Partial College	Professional	0	3	5-10 Miles	North America	57	0
AW00011288	M	F	110000.00	1	3	Bachelors	Management	1	3	2-5 Miles	North America	57	0
AW00011289	M	F	130000.00	1	3	Bachelors	Management	1	1	0-1 Miles	North America	57	1
AW00011290	M	F	130000.00	1	3	Bachelors	Management	1	3	2-5 Miles	North America	57	1
AW00011291	M	F	130000.00	1	3	Bachelors	Management	1	3	2-5 Miles	North America	57	1
AW00011292	S	M	150000.00	1	2	Partial College	Professional	0	3	0-1 Miles	North America	57	1
AW00011293	S	M	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	63	0
AW00011294	M	M	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	63	0
AW00011295	S	F	80000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	1
AW00011296	S	F	50000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	83	1
AW00011297	S	M	70000.00	4	0	Graduate Degree	Management	1	2	5-10 Miles	North America	83	1
AW00011298	M	M	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	83	1
AW00011299	M	M	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	82	1
AW00011300	M	M	80000.00	5	4	Partial College	Professional	0	3	1-2 Miles	North America	58	0
AW00011301	M	M	80000.00	5	4	Partial College	Professional	1	4	5-10 Miles	North America	58	0
AW00011302	S	M	90000.00	4	3	High School	Professional	0	3	1-2 Miles	North America	57	1
AW00011303	S	F	90000.00	4	3	High School	Professional	0	3	1-2 Miles	North America	58	1
AW00011304	M	F	100000.00	0	3	Partial College	Professional	1	0	5-10 Miles	North America	58	0
AW00011305	M	M	110000.00	3	3	Partial College	Professional	0	4	2-5 Miles	North America	58	0
AW00011306	M	M	110000.00	3	3	Partial College	Professional	0	4	2-5 Miles	North America	58	0
AW00011307	M	M	80000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	1
AW00011308	M	M	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	64	0
AW00011309	S	F	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	64	0
AW00011310	S	F	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	0
AW00011311	S	F	70000.00	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	65	0
AW00011312	S	F	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	0
AW00011313	S	M	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	0
AW00011314	S	F	70000.00	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	64	0
AW00011315	S	F	70000.00	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	65	0
AW00011316	M	M	60000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	64	1
AW00011317	S	F	40000.00	3	0	Partial College	Professional	0	2	5-10 Miles	North America	66	1
AW00011318	S	F	40000.00	3	0	Partial College	Professional	0	2	1-2 Miles	North America	66	0
AW00011319	M	F	70000.00	4	0	Graduate Degree	Management	0	2	1-2 Miles	North America	81	1
AW00011320	M	F	80000.00	4	0	Graduate Degree	Management	1	2	5-10 Miles	North America	81	0
AW00011321	M	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	80	0
AW00011322	M	F	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	80	0
AW00011323	S	M	120000.00	2	4	Graduate Degree	Management	1	3	5-10 Miles	North America	80	1
AW00011324	M	M	90000.00	5	0	Bachelors	Management	1	2	1-2 Miles	North America	79	1
AW00011325	S	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	79	1
AW00011326	M	M	130000.00	2	3	Bachelors	Management	1	4	0-1 Miles	North America	79	1
AW00011327	M	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	78	1
AW00011328	M	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	78	1
AW00011329	S	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	78	1
AW00011330	M	M	110000.00	2	4	Graduate Degree	Management	1	1	2-5 Miles	North America	78	0
AW00011331	M	F	90000.00	4	4	Partial College	Skilled Manual	1	2	1-2 Miles	North America	50	0
AW00011332	S	F	10000.00	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	56	1
AW00011333	M	F	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56	1
AW00011334	M	F	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	1
AW00011335	M	F	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	1
AW00011336	M	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56	1
AW00011337	M	M	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	1
AW00011338	M	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57	1
AW00011339	S	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57	1
AW00011340	M	F	10000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	82	1
AW00011341	M	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	82	1
AW00011342	M	M	30000.00	5	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56	0
AW00011343	M	M	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	60	1
AW00011344	M	F	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	1
AW00011345	S	F	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	1
AW00011346	S	F	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	63	1
AW00011347	M	M	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	62	0
AW00011348	M	M	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	63	0
AW00011349	M	F	10000.00	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	64	0
AW00011350	M	F	30000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	81	0
AW00011351	S	F	20000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	79	1
AW00011352	M	M	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	78	0
AW00011353	S	F	30000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	77	1
AW00011354	M	F	20000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	76	0
AW00011355	M	M	40000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	75	0
AW00011356	S	M	10000.00	0	0	Partial College	Manual	0	1	2-5 Miles	Pacific	38	1
AW00011357	S	M	10000.00	0	0	Partial College	Manual	0	1	2-5 Miles	Pacific	39	1
AW00011358	S	F	10000.00	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	40	1
AW00011359	S	M	10000.00	0	0	Partial College	Manual	0	1	0-1 Miles	Pacific	40	1
AW00011360	S	M	10000.00	0	0	Partial College	Manual	1	1	2-5 Miles	Pacific	40	1
AW00011361	M	F	10000.00	0	0	High School	Manual	1	2	0-1 Miles	Pacific	41	0
AW00011362	M	M	10000.00	0	0	High School	Manual	0	2	0-1 Miles	Pacific	41	0
AW00011363	S	M	10000.00	0	0	High School	Manual	0	2	0-1 Miles	Pacific	41	1
AW00011364	S	F	10000.00	1	1	High School	Manual	0	0	2-5 Miles	Pacific	39	1
AW00011365	S	F	10000.00	1	1	High School	Manual	0	0	1-2 Miles	Pacific	39	1
AW00011366	M	F	20000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	39	0
AW00011367	M	M	20000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	39	0
AW00011368	S	M	10000.00	1	1	High School	Manual	0	0	1-2 Miles	Pacific	39	1
AW00011369	M	F	20000.00	0	0	Bachelors	Clerical	0	0	0-1 Miles	Pacific	40	0
AW00011370	M	F	20000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	40	0
AW00011371	M	F	20000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	40	0
AW00011372	S	F	20000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Pacific	40	1
AW00011373	M	F	30000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	75	0
AW00011374	S	M	30000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	75	0
AW00011375	M	M	30000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	75	0
AW00011376	S	M	40000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	75	0
AW00011377	M	M	30000.00	4	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57	0
AW00011378	S	F	10000.00	1	1	High School	Manual	0	1	2-5 Miles	Europe	58	1
AW00011379	M	M	10000.00	1	1	High School	Manual	1	1	2-5 Miles	Europe	58	1
AW00011380	S	M	20000.00	2	0	Partial College	Manual	1	1	1-2 Miles	Europe	59	1
AW00011381	M	F	20000.00	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	59	1
AW00011382	M	M	20000.00	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	60	1
AW00011383	M	F	30000.00	3	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	58	0
AW00011384	M	F	30000.00	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	58	0
AW00011385	S	M	30000.00	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	58	0
AW00011386	M	F	30000.00	3	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	58	0
AW00011387	S	F	40000.00	3	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	59	1
AW00011388	M	M	40000.00	3	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	59	1
AW00011389	S	M	10000.00	1	1	High School	Manual	0	1	2-5 Miles	Europe	48	0
AW00011390	S	F	10000.00	1	1	High School	Manual	0	1	2-5 Miles	Europe	48	0
AW00011391	S	F	10000.00	2	2	High School	Manual	1	0	0-1 Miles	Europe	47	0
AW00011392	S	M	10000.00	2	2	High School	Manual	1	0	0-1 Miles	Europe	48	0
AW00011393	S	M	10000.00	2	2	High School	Manual	1	0	0-1 Miles	Europe	49	0
AW00011394	S	M	10000.00	2	2	High School	Manual	1	0	0-1 Miles	Europe	49	1
AW00011395	S	F	30000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	48	1
AW00011396	M	M	10000.00	2	2	High School	Manual	0	1	0-1 Miles	Europe	49	0
AW00011397	S	F	20000.00	0	0	Partial College	Manual	0	1	0-1 Miles	Europe	49	0
AW00011398	S	M	30000.00	0	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	49	1
AW00011399	S	F	30000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	49	0
AW00011400	S	M	40000.00	0	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	49	1
AW00011401	M	F	40000.00	0	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	49	1
AW00011402	M	F	40000.00	0	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	48	1
AW00011403	S	F	40000.00	0	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	49	1
AW00011404	S	F	10000.00	3	0	Partial College	Manual	0	2	0-1 Miles	Europe	66	0
AW00011405	S	F	10000.00	3	0	Partial College	Manual	0	2	0-1 Miles	Europe	66	0
AW00011406	M	F	20000.00	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	66	1
AW00011407	M	M	20000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	66	0
AW00011408	M	M	10000.00	2	1	High School	Manual	0	2	0-1 Miles	Europe	65	0
AW00011409	S	F	10000.00	2	2	High School	Manual	1	1	0-1 Miles	Europe	50	1
AW00011410	M	M	20000.00	1	1	Partial College	Manual	1	0	2-5 Miles	Europe	50	1
AW00011411	M	M	80000.00	3	2	Partial College	Professional	0	1	2-5 Miles	Europe	64	0
AW00011412	S	F	80000.00	4	2	Partial College	Professional	1	1	10+ Miles	Europe	64	1
AW00011413	M	F	80000.00	4	2	Partial College	Professional	0	1	2-5 Miles	Europe	64	1
AW00011414	S	M	80000.00	4	2	Partial College	Professional	1	1	10+ Miles	Europe	64	1
AW00011415	S	M	90000.00	5	0	Partial College	Professional	0	2	10+ Miles	Europe	74	0
AW00011416	M	F	60000.00	3	1	Partial High School	Skilled Manual	1	4	2-5 Miles	Europe	73	1
AW00011417	M	F	70000.00	5	1	High School	Professional	1	2	10+ Miles	Europe	73	1
AW00011418	S	M	90000.00	5	0	Partial College	Professional	0	2	10+ Miles	Europe	73	0
AW00011419	M	M	150000.00	3	4	Graduate Degree	Management	1	4	0-1 Miles	Europe	73	0
AW00011420	M	M	100000.00	2	3	Bachelors	Management	1	4	10+ Miles	Europe	72	1
AW00011421	M	F	110000.00	3	4	Bachelors	Management	1	4	5-10 Miles	Europe	72	1
AW00011422	M	M	170000.00	4	4	Bachelors	Management	1	3	5-10 Miles	Europe	72	1
AW00011423	M	F	80000.00	4	2	Partial College	Professional	0	1	2-5 Miles	Europe	64	1
AW00011424	M	F	80000.00	4	2	Partial College	Professional	1	2	10+ Miles	Europe	64	0
AW00011425	M	F	90000.00	4	2	High School	Professional	1	2	10+ Miles	Europe	64	1
AW00011426	M	M	110000.00	3	4	Bachelors	Management	1	4	10+ Miles	Europe	65	0
AW00011427	M	F	110000.00	2	5	Partial College	Professional	1	2	10+ Miles	Europe	64	1
AW00011428	S	F	120000.00	2	5	Bachelors	Management	1	2	10+ Miles	Europe	65	1
AW00011429	M	M	80000.00	4	1	Partial College	Professional	1	2	10+ Miles	Europe	66	1
AW00011430	M	F	90000.00	4	1	High School	Professional	1	2	10+ Miles	Europe	66	0
AW00011431	M	M	110000.00	4	5	Partial College	Professional	1	2	10+ Miles	Europe	66	1
AW00011432	M	F	80000.00	4	2	High School	Professional	1	2	10+ Miles	Europe	67	1
AW00011433	M	M	80000.00	5	2	High School	Professional	0	2	2-5 Miles	Europe	67	1
AW00011434	M	M	170000.00	5	5	Partial College	Professional	1	4	0-1 Miles	Europe	67	0
AW00011435	S	F	100000.00	3	4	Partial College	Management	1	4	10+ Miles	Europe	68	0
AW00011436	M	F	160000.00	3	5	Partial College	Management	0	4	10+ Miles	Europe	68	0
AW00011437	M	M	90000.00	4	1	High School	Management	1	3	10+ Miles	Europe	68	0
AW00011438	M	F	130000.00	4	5	High School	Management	1	4	0-1 Miles	Europe	69	0
AW00011439	M	F	90000.00	4	1	High School	Management	0	3	5-10 Miles	Europe	70	1
AW00011440	M	M	80000.00	5	0	Partial High School	Skilled Manual	0	2	5-10 Miles	Europe	71	0
AW00011441	M	F	90000.00	5	0	Partial High School	Skilled Manual	0	2	5-10 Miles	Europe	71	0
AW00011442	M	M	90000.00	5	0	Partial High School	Skilled Manual	1	2	10+ Miles	Europe	70	0
AW00011443	S	F	60000.00	0	0	Bachelors	Professional	0	4	2-5 Miles	Pacific	42	1
AW00011444	M	F	70000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	42	1
AW00011445	S	F	70000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	44	1
AW00011446	S	F	70000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	44	1
AW00011447	M	F	70000.00	0	0	Bachelors	Professional	1	4	10+ Miles	Pacific	44	1
AW00011448	S	M	80000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	43	1
AW00011449	M	M	80000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	43	1
AW00011450	S	M	130000.00	4	5	High School	Management	1	4	0-1 Miles	Pacific	43	1
AW00011451	S	M	70000.00	0	0	Bachelors	Professional	0	4	10+ Miles	Pacific	44	1
AW00011452	S	F	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	45	1
AW00011453	S	M	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	45	1
AW00011454	S	F	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	44	1
AW00011455	M	M	100000.00	0	5	High School	Management	1	2	10+ Miles	Pacific	44	1
AW00011456	M	M	120000.00	5	5	Partial High School	Professional	1	4	10+ Miles	Pacific	44	1
AW00011457	M	F	90000.00	0	0	Bachelors	Professional	1	3	10+ Miles	Pacific	45	1
AW00011458	M	F	100000.00	0	5	High School	Management	1	2	10+ Miles	Pacific	45	0
AW00011459	S	F	80000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	46	1
AW00011460	S	M	90000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	46	1
AW00011461	S	M	90000.00	0	0	Bachelors	Professional	0	3	10+ Miles	Pacific	46	1
AW00011462	M	F	110000.00	0	5	High School	Management	1	4	10+ Miles	Pacific	46	1
AW00011463	M	F	110000.00	0	5	High School	Management	0	4	10+ Miles	Pacific	46	0
AW00011464	M	M	90000.00	0	0	Bachelors	Professional	1	4	10+ Miles	Pacific	46	1
AW00011465	M	M	90000.00	0	0	Bachelors	Professional	0	4	10+ Miles	Pacific	47	1
AW00011466	M	M	150000.00	0	5	Partial High School	Management	1	4	10+ Miles	Pacific	47	0
AW00011467	M	M	170000.00	1	5	Graduate Degree	Management	1	4	0-1 Miles	Pacific	49	0
AW00011468	M	F	40000.00	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	43	1
AW00011469	S	M	10000.00	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	45	0
AW00011470	S	M	20000.00	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	45	1
AW00011471	S	F	30000.00	0	0	Partial College	Clerical	1	1	2-5 Miles	Europe	45	0
AW00011472	S	M	60000.00	3	2	Bachelors	Professional	1	2	5-10 Miles	Pacific	55	1
AW00011473	S	F	20000.00	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	38	0
AW00011474	S	M	20000.00	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	38	0
AW00011475	S	M	30000.00	0	0	High School	Manual	0	1	1-2 Miles	Europe	40	0
AW00011476	M	F	40000.00	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	43	0
AW00011477	S	M	30000.00	0	0	High School	Manual	0	1	1-2 Miles	Europe	45	0
AW00011478	S	M	30000.00	0	0	High School	Manual	0	1	2-5 Miles	Europe	45	0
AW00011479	M	M	40000.00	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	45	1
AW00011480	M	F	40000.00	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	45	1
AW00011481	M	F	40000.00	1	1	Bachelors	Skilled Manual	1	0	1-2 Miles	Europe	45	1
AW00011482	S	F	30000.00	0	0	High School	Manual	0	1	1-2 Miles	Europe	46	1
AW00011483	M	M	40000.00	1	1	Bachelors	Skilled Manual	1	1	0-1 Miles	Europe	46	1
AW00011484	S	M	40000.00	2	2	Partial College	Clerical	1	0	0-1 Miles	Europe	46	1
AW00011485	M	M	40000.00	2	2	Partial College	Clerical	0	0	0-1 Miles	Europe	46	1
AW00011486	S	F	10000.00	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	47	0
AW00011487	S	F	10000.00	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	47	0
AW00011488	S	M	20000.00	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	47	1
AW00011489	S	F	20000.00	0	0	Partial High School	Manual	0	2	1-2 Miles	Europe	47	1
AW00011490	S	M	20000.00	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	47	0
AW00011491	M	M	20000.00	0	0	Partial High School	Manual	0	2	0-1 Miles	Europe	47	1
AW00011492	S	M	30000.00	0	0	High School	Manual	0	1	2-5 Miles	Europe	46	1
AW00011493	S	F	40000.00	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	47	1
AW00011494	S	M	40000.00	2	2	Partial College	Clerical	1	0	1-2 Miles	Europe	48	1
AW00011495	S	M	40000.00	2	2	Partial College	Clerical	1	1	1-2 Miles	Europe	47	0
AW00011496	S	M	40000.00	2	2	Partial College	Clerical	1	2	0-1 Miles	Europe	48	1
AW00011497	S	F	40000.00	2	2	Partial College	Clerical	1	2	1-2 Miles	Europe	47	0
AW00011498	S	M	40000.00	3	3	Partial College	Clerical	1	2	1-2 Miles	North America	44	0
AW00011499	S	M	40000.00	3	3	Partial College	Clerical	1	2	1-2 Miles	North America	43	0
AW00011500	S	F	40000.00	0	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	44	0
AW00011501	S	F	40000.00	3	3	Partial College	Clerical	1	2	1-2 Miles	North America	43	0
AW00011502	S	M	40000.00	4	4	Partial College	Clerical	1	1	0-1 Miles	North America	43	0
AW00011503	M	M	50000.00	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	88	0
AW00011504	M	F	40000.00	1	0	Bachelors	Skilled Manual	1	1	0-1 Miles	North America	87	0
AW00011505	S	F	60000.00	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	52	0
AW00011506	S	M	60000.00	0	0	Graduate Degree	Skilled Manual	0	0	0-1 Miles	North America	52	0
AW00011507	S	F	60000.00	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	51	0
AW00011508	S	F	60000.00	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	52	0
AW00011509	M	F	30000.00	1	0	Bachelors	Skilled Manual	1	1	5-10 Miles	North America	65	0
AW00011510	M	M	30000.00	1	0	Bachelors	Skilled Manual	1	1	1-2 Miles	North America	65	0
AW00011511	M	M	30000.00	1	0	Bachelors	Skilled Manual	1	1	2-5 Miles	North America	65	0
AW00011512	S	F	20000.00	3	0	Partial High School	Manual	1	2	1-2 Miles	North America	64	1
AW00011513	S	F	20000.00	3	0	Partial High School	Manual	0	2	1-2 Miles	North America	64	1
AW00011514	M	M	30000.00	1	0	High School	Clerical	1	1	2-5 Miles	North America	64	0
AW00011515	M	F	30000.00	1	0	High School	Clerical	1	1	2-5 Miles	North America	64	1
AW00011516	M	F	30000.00	1	0	High School	Clerical	1	1	2-5 Miles	North America	64	1
AW00011517	M	F	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	64	0
AW00011518	M	M	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	63	0
AW00011519	M	M	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	63	0
AW00011520	M	F	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	63	0
AW00011521	M	F	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	62	0
AW00011522	M	M	80000.00	5	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	62	1
AW00011523	M	M	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	62	1
AW00011524	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	62	0
AW00011525	M	F	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	62	1
AW00011526	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	62	1
AW00011527	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	62	0
AW00011528	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61	1
AW00011529	M	M	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	60	1
AW00011530	M	M	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61	0
AW00011531	M	F	40000.00	1	0	Partial College	Clerical	1	1	0-1 Miles	North America	61	1
AW00011532	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61	0
AW00011533	M	F	40000.00	1	0	Partial College	Clerical	1	1	1-2 Miles	North America	61	0
AW00011534	S	M	60000.00	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	59	1
AW00011535	M	M	60000.00	4	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	60	1
AW00011536	M	M	60000.00	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	60	1
